date,canonical_id,title,theme,decade,track,price
2026-04-24,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,52.75
2026-04-25,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,54.68
2026-04-26,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,57.07
2026-04-27,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,58.21
2026-04-28,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,56.94
2026-04-29,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,54.15
2026-04-30,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,53.21
2026-05-01,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,51.24
2026-05-02,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,51.01
2026-05-03,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,49.93
2026-05-04,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,49.89
2026-05-05,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,48.62
2026-05-06,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,47.39
2026-05-07,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,47.05
2026-05-08,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,44.37
2026-05-09,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,47.04
2026-05-10,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,45.75
2026-05-11,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,45.4
2026-05-12,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,44.24
2026-05-13,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,43.82
2026-05-14,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,45.17
2026-05-15,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,44.06
2026-05-16,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,46.18
2026-05-17,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,44.02
2026-05-18,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,42.07
2026-05-19,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,42.8
2026-05-20,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,43.38
2026-05-21,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,42.86
2026-05-22,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,43.5
2026-05-23,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,46.81
2026-05-24,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,50.33
2026-05-25,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,51.6
2026-05-26,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,51.25
2026-05-27,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,51.7
2026-05-28,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,49.41
2026-05-29,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,48.46
2026-05-30,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,51.66
2026-05-31,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,50.59
2026-06-01,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,50.11
2026-06-02,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,49.75
2026-06-03,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,50.59
2026-06-04,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,52.01
2026-06-05,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,53.7
2026-06-06,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,53.03
2026-06-07,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,52.2
2026-06-08,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,52.78
2026-06-09,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,54.53
2026-06-10,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,53.93
2026-06-11,the-advanced-player-of-the-tutorial-tower,The Advanced Player of the Tutorial Tower,Urban Fantasy,2020s,synthetic,53.25
2024-06-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.09
2024-06-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.94
2024-06-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.27
2024-06-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.21
2024-06-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.07
2024-06-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.48
2024-06-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.34
2024-06-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.18
2024-06-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.82
2024-06-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.47
2024-06-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.73
2024-06-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.63
2024-06-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.93
2024-06-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.43
2024-06-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.85
2024-06-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.27
2024-06-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.19
2024-06-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.9
2024-06-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.97
2024-07-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.23
2024-07-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.58
2024-07-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.47
2024-07-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.03
2024-07-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,85.39
2024-07-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.32
2024-07-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.38
2024-07-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,85.81
2024-07-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,84.16
2024-07-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.55
2024-07-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.36
2024-07-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,85.18
2024-07-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,88.79
2024-07-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,88.62
2024-07-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.17
2024-07-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,88.2
2024-07-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.36
2024-07-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.23
2024-07-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,88.99
2024-07-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.4
2024-07-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.1
2024-07-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.6
2024-07-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.65
2024-07-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.29
2024-07-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.18
2024-07-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.63
2024-07-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.78
2024-07-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.34
2024-07-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.07
2024-07-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.78
2024-07-31,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.2
2024-08-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.79
2024-08-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.6
2024-08-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.54
2024-08-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.33
2024-08-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.32
2024-08-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.94
2024-08-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.68
2024-08-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.2
2024-08-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.41
2024-08-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.22
2024-08-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.92
2024-08-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.92
2024-08-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.08
2024-08-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.04
2024-08-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.39
2024-08-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,105.02
2024-08-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,106.59
2024-08-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,104.97
2024-08-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,103.85
2024-08-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.51
2024-08-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.95
2024-08-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.9
2024-08-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.69
2024-08-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.39
2024-08-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.76
2024-08-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.0
2024-08-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.48
2024-08-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.62
2024-08-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.11
2024-08-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.31
2024-08-31,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.75
2024-09-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.93
2024-09-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.91
2024-09-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.73
2024-09-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.65
2024-09-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.97
2024-09-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.06
2024-09-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.33
2024-09-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.6
2024-09-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.96
2024-09-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.88
2024-09-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.48
2024-09-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.23
2024-09-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.93
2024-09-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.26
2024-09-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,85.71
2024-09-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.65
2024-09-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.5
2024-09-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.21
2024-09-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.61
2024-09-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.31
2024-09-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.78
2024-09-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.94
2024-09-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.66
2024-09-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.88
2024-09-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.16
2024-09-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.67
2024-09-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.39
2024-09-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.65
2024-09-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.52
2024-09-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.55
2024-10-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.84
2024-10-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.53
2024-10-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.87
2024-10-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.33
2024-10-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.6
2024-10-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.85
2024-10-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.91
2024-10-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.27
2024-10-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.08
2024-10-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.13
2024-10-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.11
2024-10-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.12
2024-10-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.76
2024-10-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.63
2024-10-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.94
2024-10-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.49
2024-10-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.92
2024-10-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.78
2024-10-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.53
2024-10-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.6
2024-10-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.95
2024-10-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.52
2024-10-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.44
2024-10-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.12
2024-10-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.92
2024-10-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.78
2024-10-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.27
2024-10-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.83
2024-10-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.64
2024-10-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.13
2024-10-31,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.41
2024-11-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.56
2024-11-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.61
2024-11-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.29
2024-11-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.41
2024-11-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.59
2024-11-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,105.22
2024-11-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,106.97
2024-11-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,104.87
2024-11-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.24
2024-11-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.61
2024-11-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.8
2024-11-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.95
2024-11-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.71
2024-11-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.27
2024-11-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.37
2024-11-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.67
2024-11-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.96
2024-11-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.59
2024-11-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.33
2024-11-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.5
2024-11-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.86
2024-11-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.23
2024-11-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.48
2024-11-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.01
2024-11-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.64
2024-11-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.25
2024-11-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.25
2024-11-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.6
2024-11-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.0
2024-11-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,88.01
2024-12-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.07
2024-12-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.39
2024-12-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.62
2024-12-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.72
2024-12-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.58
2024-12-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.88
2024-12-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.92
2024-12-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.13
2024-12-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.03
2024-12-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,100.43
2024-12-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,105.53
2024-12-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,102.01
2024-12-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,103.37
2024-12-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,103.47
2024-12-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,105.94
2024-12-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,103.87
2024-12-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.85
2024-12-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.28
2024-12-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.72
2024-12-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.93
2024-12-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.51
2024-12-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.77
2024-12-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.87
2024-12-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,94.25
2024-12-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.83
2024-12-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,98.87
2024-12-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.0
2024-12-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,101.74
2024-12-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.01
2024-12-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,96.17
2024-12-31,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.97
2025-01-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.25
2025-01-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.12
2025-01-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,86.06
2025-01-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,88.28
2025-01-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,91.5
2025-01-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,95.06
2025-01-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.77
2025-01-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,99.1
2025-01-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,97.47
2025-01-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,93.39
2025-01-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,92.2
2025-01-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.27
2025-01-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,88.88
2025-01-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,89.09
2025-01-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,90.59
2025-01-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,87.28
2025-01-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,82.89
2025-01-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,84.58
2025-01-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,82.39
2025-01-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,83.02
2025-01-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,78.73
2025-01-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,77.63
2025-01-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.97
2025-01-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.3
2025-01-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.09
2025-01-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,73.08
2025-01-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,73.79
2025-01-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,73.84
2025-01-29,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.24
2025-01-30,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.54
2025-01-31,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,72.62
2025-02-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,72.82
2025-02-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,71.13
2025-02-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,73.53
2025-02-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,73.42
2025-02-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.97
2025-02-06,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,77.13
2025-02-07,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,78.4
2025-02-08,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,80.48
2025-02-09,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,80.23
2025-02-10,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,77.07
2025-02-11,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.2
2025-02-12,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,78.33
2025-02-13,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,77.65
2025-02-14,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,78.19
2025-02-15,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,78.37
2025-02-16,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.89
2025-02-17,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.64
2025-02-18,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,73.0
2025-02-19,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.47
2025-02-20,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.61
2025-02-21,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,75.08
2025-02-22,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.57
2025-02-23,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,73.7
2025-02-24,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,72.53
2025-02-25,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,72.22
2025-02-26,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.27
2025-02-27,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.57
2025-02-28,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.38
2025-03-01,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,75.75
2025-03-02,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,74.41
2025-03-03,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,76.44
2025-03-04,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,75.34
2025-03-05,unholy-blood,Unholy Blood,Vampire,2020s,synthetic,77.41
